county,totalcountdeaths,date
San Benito Santa Clara,322,2020-09-26T00:00:00
San Benito Santa Clara,323,2020-09-27T00:00:00
San Benito Santa Clara,325,2020-09-28T00:00:00
San Benito Santa Clara,329,2020-09-29T00:00:00
San Benito Santa Clara,333,2020-09-30T00:00:00
San Benito Santa Clara,336,2020-10-01T00:00:00
San Benito Santa Clara,341,2020-10-02T00:00:00
San Benito Santa Clara,344,2020-10-03T00:00:00
San Benito Santa Clara,355,2020-10-04T00:00:00
San Benito Santa Clara,356,2020-10-05T00:00:00
San Benito Santa Clara,359,2020-10-06T00:00:00
San Benito Santa Clara,366,2020-10-07T00:00:00
San Benito Santa Clara,367,2020-10-08T00:00:00
San Benito Santa Clara,370,2020-10-09T00:00:00
San Benito Santa Clara,370,2020-10-10T00:00:00
San Benito Santa Clara,370,2020-10-11T00:00:00
